meetinghouse_id,assignment_id,assignment_type,assignment_name
5002075-01-01,1098160,ward,Kelvin Grove Ward
5002075-01-01,1325582,stake,Springville Utah Dry Creek Stake
5002075-01-01,1325582,stakecenter,Springville Utah Dry Creek Stake
5845092-01-01,348880,ward,Aeropuerto Ward
5845092-01-01,1012835,ward,Puerto Real Ward
5845092-01-01,611301,stake,Ciudad del Carmen México Stake
5845092-01-01,611301,stakecenter,Ciudad del Carmen México Stake
5428491-01-01,289884,ward,Yauco Branch
5010403-02-01,21946,ward,Gridley 1st Ward
5010403-02-01,103462,ward,Gridley 3rd Ward
5010403-02-01,1936433,ward.spanish,Liberty  2nd Branch (Spanish)
5010403-02-01,501131,stake,Gridley California Stake
5010403-02-01,501131,stakecenter,Gridley California Stake
5690005-01-01,268690,ward,Bonham Ward
5018838-01-01,35823,ward,Toadlena Branch
5194628-01-01,126098,ward,Choloma Ward
5194628-01-01,2004577,stake,Choloma Honduras Stake
5194628-01-01,2004577,stakecenter,Choloma Honduras Stake
5194628-01-01,2163314,familysearchcenter,Choloma Honduras Family History Center
5724899-01-01,336645,ward,Guayacan de las Flores Branch
5724899-01-01,378208,ward,Primero de Mayo Branch
5724899-01-01,378194,stake,Carúpano Venezuela District
5724899-01-01,378194,stakecenter,Carúpano Venezuela District
5724899-01-01,468843,familysearchcenter,Carúpano Venezuela Family History Center
5009783-01-01,1966235,ward,Amanave Ward
5005688-01-01,1059467,ward,La Ward
5005688-01-01,1984438,ward,Trade Fair Ward
5005688-01-01,2057913,familysearchcenter,La Ward Ghana Family History Center
5014555-01-01,329126,ward,Grecia Branch
5014058-01-01,1828770,ward,Garden Park  1st Ward
5014058-01-01,2173735,ward,Garden Park 8th Ward
5014058-01-01,2098865,stake,South Jordan Utah Garden Park Stake
5014058-01-01,2098865,stakecenter,South Jordan Utah Garden Park Stake
5252474-01-01,49212,ward,Cherokee Ward
5252474-01-01,3336433,familysearchcenter,Cherokee North Carolina Family History Center
5376033-01-01,544124,ward,Berea Ward
5376033-01-01,134724,ward,Richmond Ward
5470072-01-01,344478,ward,Cabañas Ward
5159849-01-01,13277,ward,Salina  1st Ward
5159849-01-01,159557,ward,Salina  4th Ward
5159849-01-01,500879,stake,Salina Utah Stake
5159849-01-01,500879,stakecenter,Salina Utah Stake
5159849-01-01,278335,familysearchcenter,Salina Utah Family History Center
5203090-01-01,257974,ward,Colón Ward
5003052-01-01,286273,ward,Sanremo Branch
5003052-01-01,394475,familysearchcenter,Sanremo Italy Family History Center
5191734-01-01,73660,ward,Brescia Ward
5191734-01-01,392774,familysearchcenter,Brescia Italy Family History Center
5013781-01-01,2092565,ward,Ndon Utim Ward
5262550-01-01,217832,ward,Candelaria Ward
5003307-01-01,1978039,ward,Herriman Rose 1st Ward
5003307-01-01,2029596,ward,Herriman Rose 2nd Ward
5003307-01-01,2063727,ward,Herriman Rose 3rd Ward
5011749-01-01,2056879,ward,La Palma Branch
5459265-01-01,232963,ward,Barueri Ward
5459265-01-01,539813,ward,Engenho Novo Ward
5459265-01-01,527637,stake,Barueri Brazil Stake
5459265-01-01,527637,stakecenter,Barueri Brazil Stake
5459265-01-01,402249,familysearchcenter,Barueri Brazil Family History Center
5015254-01-01,292710,ward,Paramaribo Branch
5986182-01-01,421529,ward,Macaíba Ward
5469902-01-01,344494,ward,Puerta de Hierro Ward
5177529-01-01,109959,ward,Cutral-Co Ward
5347181-01-01,332437,ward,Casa Blanca Ward
5347181-01-01,225878,ward,Mariscal Cáceres Ward
5049148-01-01,99716,ward,Cherry Hill  5th Ward
5049148-01-01,234648,ward,Cherry Hill  9th Ward
5049148-01-01,150762,ward,Cherry Hill 7th Ward
5399955-01-01,2072394,ward,Kpong 2nd Branch
5399955-01-01,1003267,familysearchcenter,Kpong Ghana Family History Center
5301459-01-01,247200,ward,Litoral Ward
5301459-01-01,1739816,ward,Unión Ward
5301459-01-01,2133725,ward,Villa Alemania Ward
5301459-01-01,2004747,stake,El Alto Bolivia Litoral Stake
5301459-01-01,2004747,stakecenter,El Alto Bolivia Litoral Stake
5301459-01-01,495638,familysearchcenter,El Alto Bolivia Litoral Family History Center
5243386-01-01,309133,ward,Rio Doce Ward
5243386-01-01,514764,stake,Olinda Brazil Stake
5243386-01-01,514764,stakecenter,Olinda Brazil Stake
5243386-01-01,400335,familysearchcenter,Olinda Brazil Family History Center
5887731-01-01,284874,ward,Joyabaj Branch
5280184-01-01,175153,ward,Tahmek Branch
5250757-01-01,315850,ward,La Paz Ward
5359171-01-01,11274,ward,Sharon  3rd Ward
5359171-01-01,106534,ward,Sharon  4th Ward
5819504-01-01,486914,ward,Neenah Ward
5819504-01-01,542784,ward.ysa,Winnebago YSA Branch
5819504-01-01,518085,stake,Appleton Wisconsin Stake
5819504-01-01,518085,stakecenter,Appleton Wisconsin Stake
5942403-01-01,242292,ward,Los Naranjos Ward
5942403-01-01,382396,stake,Guarenas Venezuela Stake
5942403-01-01,382396,stakecenter,Guarenas Venezuela Stake
5137063-01-01,96628,ward,Camelot Park Ward
5137063-01-01,1403818,ward.ysa,West Jordan YSA Ward
5176093-01-01,547921,ward,Glen Loch Ward
5176093-01-01,2174618,ward,Lake Woodlands Ward
5176093-01-01,541893,ward.spanish,Woodlands 3rd Ward (Spanish)
5013397-01-01,1983377,ward,Plateau Ward
5053536-02-01,413410,ward,Rainbow Lake Ward
5053536-02-01,34967,ward,Wagon Wheel Ward
5053536-02-01,523321,stake,White Mountain Arizona Stake
5053536-02-01,523321,stakecenter,White Mountain Arizona Stake
5031869-01-01,24112,ward,Boise 6th Ward
5246741-01-01,548693,ward,Grovetown Ward
5246741-01-01,125849,ward,Harlem Ward
5015117-01-01,2092298,ward,Abengourou 5th Branch
5050561-01-01,15148,ward,Salem  1st Ward
5050561-01-01,15156,ward,Salem  2nd Ward
5050561-01-01,225088,ward,Salem  9th Ward
5006988-01-01,66826,ward,Southampton Ward
5020182-01-01,51330,ward,Sarnia Ward
5020182-01-01,3317803,familysearchcenter,Sarnia Ontario Family History Center
5042666-01-01,93408,ward,Kimberly  2nd Ward
5042666-01-01,550434,ward,Kimberly 5th Ward
5005568-01-01,487740,ward,Manacor Branch
5522986-01-01,341959,ward,Uep Ward
5013575-01-01,2089815,ward,Enechi Akuma Branch
5205859-01-01,102458,ward,Juárez Ward
5526655-01-01,335576,ward,Congata Ward
5386330-01-01,412066,ward,Highland Lake Ward
5386330-01-01,345202,ward,St. Vrain Ward
5386330-01-01,377600,ward,Ute Creek Ward
5386330-01-01,520217,stake,Longmont Colorado Stake
5386330-01-01,520217,stakecenter,Longmont Colorado Stake
5386330-01-01,3332446,familysearchcenter,Longmont Colorado Family History Center
5123011-01-01,59269,ward,Higienópolis Ward
5123011-01-01,254991,ward,Jussara Ward
5123011-01-01,521612,stake,Araçatuba Brazil Stake
5123011-01-01,521612,stakecenter,Araçatuba Brazil Stake
5123011-01-01,400750,familysearchcenter,Araçatuba Brazil Family History Center
5982405-01-01,1012371,ward,Americas Ward
5982405-01-01,361720,ward,Pradera Ward
5012630-01-01,2055856,ward,Cristalina Branch
5228999-01-01,148733,ward,Huntingdon Branch
5268974-01-01,120332,ward,Fitz Roy Ward
5210070-01-01,313122,ward,Lanus 2nd Ward
5130883-01-01,117692,ward,Columbia 1st Ward
5130883-01-01,200239,ward,Columbia 2nd Ward
5130883-01-01,85553,ward,Ellicott City Ward
5130883-01-01,520551,stake,Columbia Maryland Stake
5130883-01-01,520551,stakecenter,Columbia Maryland Stake
5130883-01-01,3335046,familysearchcenter,Columbia Maryland Family History Center
5294495-01-01,40894,ward,Dallas  1st Ward
5294495-01-01,161381,ward,Dallas  9th Ward
5399211-01-01,217700,ward,Gopoúva Ward
5004605-01-01,290262,ward,Nogales 2nd Branch
5004605-01-01,456047,ward,Nogales 3rd Branch
5004605-01-01,613134,stake,Nogales México District
5004605-01-01,613134,stakecenter,Nogales México District
5194067-01-01,118419,ward,Llaima Ward
5015847-01-01,2072483,ward,Barnersville Ward
5015847-01-01,2171791,ward,Kaba Ward
5015014-01-01,37052,ward,Afton 3rd Ward
5015014-01-01,174351,ward,Afton 4th Ward
5458331-01-01,226114,ward,Engativa Ward
5064694-01-01,36048,ward,Clovis 1st Ward
5064694-01-01,2064073,ward,Clovis 2nd Ward
5064694-01-01,3336948,familysearchcenter,Clovis New Mexico Family History Center
5877903-01-01,344117,ward,Ducuali Ward
5390974-01-01,1977709,ward,Pioneiro Branch
5390974-01-01,345385,ward,Vila dos Cabanos Branch
5390974-01-01,617490,stake,Barcarena Brazil District
5390974-01-01,617490,stakecenter,Barcarena Brazil District
5390974-01-01,2027941,familysearchcenter,Barcarena Brazil Family History Center
5477266-01-01,224235,ward,Nbawsi Ward
5426677-01-01,419036,ward,Canton Ward
5426677-01-01,209104,ward,Hickory Flat Ward
5426677-01-01,2171139,ward,Macedonia Ward
5437318-01-01,344214,ward,La Florida Ward
5437318-01-01,555142,ward,Montserrat Ward
5316197-01-01,144665,ward,Albemarle Branch
5316197-01-01,3341933,familysearchcenter,Edenton North Carolina Family History Center
5501237-01-01,241903,ward,Vista Alegre Ward
5275202-01-01,28274,ward,Moses Lake  2nd Ward
5275202-01-01,128104,ward,Moses Lake  5th Ward
5275202-01-01,239763,ward.spanish,Moses Lake  9th Branch (Spanish)
5007338-01-01,197106,ward,Cabo Quevedo Ward
5208718-01-01,99678,ward,Kiryu Ward
5208718-01-01,513555,stake,Kiryu Japan Stake
5208718-01-01,513555,stakecenter,Kiryu Japan Stake
5188261-01-01,548685,ward,Brimhall Ward
5188261-01-01,194727,ward,Rosedale Ward
5104092-01-01,73490,ward,Anaheim  6th Ward
5464781-01-01,242462,ward,Paraiso Ward
5627605-01-01,8079,ward,Nibley  1st Ward
5627605-01-01,173193,ward,Nibley  3rd Ward
5627605-01-01,364991,ward,Nibley  5th Ward
5627605-01-01,455776,stake,Nibley Utah Stake
5627605-01-01,455776,stakecenter,Nibley Utah Stake
5428254-01-01,216216,ward,Collierville 1st Ward
5428254-01-01,555614,ward,Collierville 2nd Ward
5011119-01-01,445908,ward,Tagudin Branch
5078326-01-01,58009,ward,Tlalpan Ward
5049636-01-01,71196,ward,Nishinomiya Ward
5413494-01-01,64793,ward,Tours Branch
5413494-01-01,394696,familysearchcenter,Tours France Family History Center
5017255-01-01,2157810,ward,Magburaka Branch
5026571-01-01,229237,ward,Lakeview Ward
5026571-01-01,23108,ward,Willows Ward
5001510-01-01,121703,ward,Ticul Sierra Branch
5001510-01-01,614262,stake,Ticul México District
5001510-01-01,614262,stakecenter,Ticul México District
5419077-02-02,857947,institute,Springfield Missouri Institute
5419077-02-02,212407,ward.ysa,Springfield YSA Ward
5419077-02-02,2178435,familysearchcenter,Springfield Missouri YSA Family History Center
5012236-01-01,47678,ward,Logan Branch
5413125-01-01,300489,ward,La Laguna de Tenerife Ward
5148421-01-01,105600,ward,Thatcher  3rd Ward
5148421-01-01,158240,ward,Thatcher  4th Ward
5148421-01-01,427187,ward,Thatcher  7th Ward
5148421-01-01,500224,stake,Thatcher Arizona Stake
5148421-01-01,500224,stakecenter,Thatcher Arizona Stake
5240980-01-01,154997,ward,Moca Ward
5226031-01-01,189138,ward,Ejercito de Oriente Ward
5226031-01-01,477117,familysearchcenter,México City Paraíso Family History Center
5068061-01-01,4073,ward,Emerson Ward
5415470-01-01,142263,ward,Itoshima Ward
5266270-01-01,208639,ward,Bellamar Ward
5266270-01-01,2123045,ward,Bellavista Ward
5266270-01-01,493775,ward,Garatea Ward
5266270-01-01,239356,ward,Las Gardenias Ward
5266270-01-01,520454,stake,Chimbote Perú South Stake
5266270-01-01,520454,stakecenter,Chimbote Perú South Stake
5266270-01-01,1091999,familysearchcenter,Chimbote Peru South Family History Center
5416477-01-01,257079,ward,Unión de Bananeros Ward
5405742-01-01,41041,ward,Virginia Ward
5405742-01-01,3352803,familysearchcenter,Virginia Minnesota Family History Center
5486742-01-01,6742,ward,Clinton  1st Ward
5486742-01-01,267848,ward,Clinton 16th Ward
5486742-01-01,375160,ward,Clinton 20th Ward
5486742-01-01,507970,stake,Clinton Utah Stake
5486742-01-01,507970,stakecenter,Clinton Utah Stake
5340594-01-01,309273,ward,Areia Branca 1st Ward
5340594-01-01,2100606,ward,Areia Branca 2nd Ward
5476798-01-01,318396,ward,Chatsworth Ward
5476798-01-01,1492772,familysearchcenter,Chatsworth South Africa Family History Center
5411971-01-01,155934,ward,Central Ward
5331765-01-01,2104318,ward,Montenegro Ward
5331765-01-01,193410,ward,Wiesse Ward
5331765-01-01,522090,stake,Lima Perú Wiesse Stake
5331765-01-01,522090,stakecenter,Lima Perú Wiesse Stake
5331765-01-01,399787,familysearchcenter,Lima Peru Wiesse Family History Center
5416450-01-01,216631,ward,Guayacanes Ward
5416450-01-01,2078333,ward,Metrópolis Ward
5002512-01-01,343145,ward,Bastos  1st Branch
5002512-01-01,2047616,ward.english,Bastos 2nd Branch (English)
5002512-01-01,1862391,stake,Yaounde Cameroon District
5002512-01-01,1862391,stakecenter,Yaounde Cameroon District
5263379-01-01,219142,ward,Cefer Ward
5263379-01-01,309257,ward,Intercap Ward
5263379-01-01,520527,stake,Porto Alegre Brazil Partenon Stake
5263379-01-01,520527,stakecenter,Porto Alegre Brazil Partenon Stake
5263379-01-01,400785,familysearchcenter,Porto Alegre Brazil Partenon Family History Center
5334101-01-01,282162,ward,Manapla Ward
5174317-01-01,175579,ward,Stroudsburg 1st Ward
5174317-01-01,2026759,ward,Stroudsburg 2nd Ward
5174317-01-01,2026775,ward.spanish,Stroudsburg 3rd Branch (Spanish)
5424887-01-01,1023632,ward,Butler Ward
5424887-01-01,242225,ward,Merriwa Ward
5424887-01-01,2147289,ward,Yanchep Ward
5424887-01-01,523453,stake,Perth Australia North Coast Stake
5424887-01-01,523453,stakecenter,Perth Australia North Coast Stake
5424887-01-01,431354,familysearchcenter,Merriwa Australia Family History Center
5233941-01-01,96830,ward,Bogor 1st Ward
5233941-01-01,2057115,ward,Bogor 2nd Ward
5027306-01-01,52159,ward,Wangaratta Branch
5027306-01-01,603309,stake,Riverina Australia Stake
5027306-01-01,603309,stakecenter,Riverina Australia Stake
5027306-01-01,407925,familysearchcenter,Wangaratta Australia Family History Center
5014426-01-01,2102102,ward,DLine Branch
5885922-01-01,327557,ward,Atlacomulco Ward
5033381-01-01,59854,ward,Porto Alegre  3rd Ward
5033381-01-01,59811,ward,Porto Alegre 2nd Ward
5033381-01-01,506613,stake,Porto Alegre Brazil Stake
5033381-01-01,506613,stakecenter,Porto Alegre Brazil Stake
5136423-01-01,23795,ward,Rexburg 1st Ward
5136423-01-01,30139,ward,Rexburg 2nd Ward
5136423-01-01,23809,ward,Rexburg 8th Ward
5136423-01-01,2169746,ward.portuguese,Madison Branch (Portuguese)
5136423-01-01,501689,stake,Rexburg Idaho North Stake
5136423-01-01,501689,stakecenter,Rexburg Idaho North Stake
5970558-01-01,562750,ward,Garden Park  4th Ward
5970558-01-01,1574973,ward,North Shore  1st Ward
5970558-01-01,2007878,ward,North Shore  2nd Ward
5469740-01-01,356107,ward,Ribera del Río Ward
5015788-01-01,2112744,ward,Mendenhall Branch
5007946-01-01,113824,ward,Anyang Ward
5007946-01-01,509329,stake,Seoul Korea South Stake
5007946-01-01,509329,stakecenter,Seoul Korea South Stake
5007946-01-01,491691,familysearchcenter,Seoul Korea South Family History Center
5046750-01-02,855197,institute,Santa Barbara California Institute
5046750-01-02,81981,ward.ysa,Santa Barbara YSA Ward
5004730-01-01,2151901,ward,Mount Saratoga Ward
5004730-01-01,2078147,ward,Talus Ridge  1st Ward
5004730-01-01,2097893,ward,Talus Ridge 2nd Ward
5004730-01-01,557366,ward.spanish,Saratoga Springs  6th Ward (Spanish)
5004730-01-01,2071037,stake,Saratoga Springs Utah Mount Saratoga Stake
5004730-01-01,2071037,stakecenter,Saratoga Springs Utah Mount Saratoga Stake
5004730-01-01,535222,seminary,Saratoga Springs Utah Vista Heights Jr Seminary--Released-time
5683661-01-01,13609,ward,Tooele 10th Ward
5683661-01-01,123854,ward,Tooele 17th Ward
5656850-01-01,304417,ward,Chishan Branch
5016680-01-01,377686,ward,La Paz Branch
5991219-01-01,241512,ward,Paineiras Ward
5991219-01-01,220868,ward,Parque das Laranjeiras Ward
5991219-01-01,2114054,ward,Vitória Régia Ward
5008224-01-01,1555987,ward,Moroceli Branch
5272998-01-01,45845,ward,Ashland Ward
5057329-01-01,177539,ward,Lakeside Ward
5057329-01-01,16225,ward,Mount Rose Ward
5057329-01-01,162574,ward.spanish,Sierra Branch (Spanish)
5057329-01-01,2068451,stake,Reno Nevada Mount Rose Stake
5057329-01-01,2068451,stakecenter,Reno Nevada Mount Rose Stake
5057329-01-01,3312461,familysearchcenter,Reno Nevada Family History Center
5003055-01-01,424226,ward,Villa Hermosa Ward
5003055-01-01,464295,stake,La Romana Dominican Republic Stake
5003055-01-01,464295,stakecenter,La Romana Dominican Republic Stake
5003055-01-01,357243,familysearchcenter,La Romana Dominican Republic Family History Center
5007822-01-01,1984241,ward,Tulear Branch
5010828-02-01,1478575,ward,Cross Roads Ward
5010828-02-01,2124424,ward,Prosper  4th Ward
5010828-02-01,2060388,ward,Prosper  5th Ward
5010828-02-01,2174073,ward,Prosper 6th Ward
5010828-02-01,2024144,stake,Prosper Texas Stake
5010828-02-01,2024144,stakecenter,Prosper Texas Stake
5030544-01-01,22594,ward,Westminster Ward
5030544-01-01,198897,ward.spanish,Bolsa Chica Ward (Spanish)
5478820-01-01,232912,ward,Santa Maria  1st Ward
5478820-01-01,277053,ward,Santa Maria  2nd Ward
5080975-01-01,112712,ward,Coventry Ward
5080975-01-01,522287,stake,Coventry England Stake
5080975-01-01,522287,stakecenter,Coventry England Stake
5080975-01-01,391182,familysearchcenter,Coventry England Family History Center
5982438-01-01,296279,ward.french,Longueuil Ward
5982438-01-01,471615,ward.spanish,Victoria Ward (Spanish)
5982438-01-01,475963,stake.french,Longueuil Québec Stake
5982438-01-01,475963,stakecenter,Longueuil Québec Stake
5478359-01-01,309591,ward,Ajuricaba Ward
5478359-01-01,215759,ward,Redenção Ward
5149657-01-01,62588,ward,St Gallen Ward
5149657-01-01,539252,stake,St Gallen Switzerland Stake
5149657-01-01,539252,stakecenter,St Gallen Switzerland Stake
5149657-01-01,391484,familysearchcenter,St Gallen Switzerland Family History Center
5221862-01-01,99597,ward,Alpine Branch
5169526-01-01,59161,ward,Tijuca Ward
5010697-01-01,2025329,ward,Akanu Branch
5009973-01-01,479594,ward,Legacy 1st Branch (Care Center)
5470102-01-01,240850,ward,Villas del Río Ward
5323045-01-01,314307,ward,Romanum Branch
5013487-01-01,2151022,ward,Kadoma 3rd Branch
5700086-02-01,1166174,ward,Mount Rushmore Ward
5700086-02-01,192007,ward,Rapid Valley Ward
5034760-01-01,374202,ward,Cimarron Hills Ward
5034760-01-01,33138,ward,Rustic Hills Ward
5034760-01-01,263222,ward,Sand Creek Ward
5008346-01-01,1854577,ward,Jaguaré Ward
5019664-01-01,78190,ward,Bloomfield Hills Ward
5019664-01-01,186945,ward.ysa,Bloomfield Hills YSA Branch
5019664-01-01,502146,stake,Bloomfield Hills Michigan Stake
5019664-01-01,502146,stakecenter,Bloomfield Hills Michigan Stake
5019664-01-01,3327841,familysearchcenter,Bloomfield Hills Michigan Family History Center
5640997-01-01,361186,ward,Ilese Ward
5140358-01-01,94927,ward,Hibarigaoka Ward
5120632-01-01,95702,ward,Hidalgo Ward
5120632-01-01,321540,ward,Viveros Ward
5120632-01-01,527971,stake,Nuevo Laredo México Stake
5120632-01-01,527971,stakecenter,Nuevo Laredo México Stake
5120632-01-01,398489,familysearchcenter,Nuevo Laredo Mexico Family History Center
5190223-01-01,480258,ward,Enoch  4th Ward
5190223-01-01,165441,ward,Homestead  1st Ward
5190223-01-01,241938,ward,Homestead  2nd Ward
5002951-01-01,348287,ward,Novosibirsk 1st Branch
5002951-01-01,1659979,ward,Novosibirsk Russia District Branch
5002951-01-01,617806,stake,Novosibirsk Russia District
